customer_id,age,gender,region,plan,tenure_months,monthly_charges,total_charges,logins_last_30d,features_used,support_tickets,nps_score,last_login_days_ago,email_open_rate,contract_type,payment_method,payment_failures,churn_probability,churned
CUS00446,48,Male,West,Basic,53,24.5,1247.62,37,11,1,2,71,0.65,Month-to-month,PayPal,4,0.5739,1
CUS00447,48,Female,North,Premium,27,92.43,2205.21,15,9,6,7,57,0.04,Two year,PayPal,1,0.7795,1
CUS00448,52,Female,Central,Standard,49,55.27,2757.35,18,1,2,10,68,0.56,One year,Credit card,3,0.4401,0
CUS00449,29,Male,Central,Standard,56,45.14,2595.55,60,6,4,10,57,0.27,One year,PayPal,1,0.041,0
CUS00450,23,Non-binary,South,Basic,61,15.06,882.98,44,12,7,5,68,0.08,Month-to-month,Credit card,3,0.4086,0
CUS00451,65,Male,East,Standard,46,55.17,2656.49,7,8,5,2,56,0.01,Month-to-month,PayPal,2,0.8461,1
CUS00452,62,Female,South,Basic,64,29.51,1871.28,38,4,0,2,81,0.4,One year,Check,1,0.2591,0
CUS00453,57,Male,Central,Premium,23,63.9,1325.56,36,14,3,7,35,0.19,Month-to-month,PayPal,4,0.6459,1
CUS00454,49,Non-binary,North,Standard,56,42.21,2254.22,31,6,8,,28,0.05,Two year,Check,2,0.1562,0
CUS00455,22,Female,South,Standard,11,54.23,533.97,44,7,1,2,25,0.16,One year,Credit card,0,0.3539,0
CUS00456,23,Non-binary,East,Standard,32,37.15,1023.42,21,9,3,0,76,0.62,Month-to-month,Check,4,0.8139,1
CUS00457,29,Male,North,Basic,49,19.7,845.13,58,13,7,,38,0.61,Two year,Credit card,0,0.036,0
CUS00458,40,Female,West,Basic,53,18.5,835.5,24,8,6,8,79,0.1,Month-to-month,Check,4,0.5536,1
CUS00459,43,Non-binary,South,Basic,14,15.18,216.38,57,10,2,9,65,0.26,Two year,Check,4,0.1755,0
CUS00460,24,Male,South,Standard,56,49.55,2682.49,34,13,2,1,60,0.31,One year,PayPal,2,0.1478,0
CUS00461,22,Non-binary,Central,Basic,8,18.56,127.83,22,4,3,9,25,0.79,One year,Bank transfer,3,0.3565,0
CUS00462,60,Non-binary,East,Premium,43,69.74,2821.47,50,15,0,6,28,0.92,Month-to-month,Bank transfer,3,0.1143,0
CUS00463,61,Male,South,Standard,43,41.28,1802.05,0,6,0,0,45,0.03,Month-to-month,Bank transfer,2,0.6291,1
CUS00464,45,Male,North,Basic,26,19.26,443.1,54,9,3,1,25,0.02,One year,Credit card,0,0.1154,0
CUS00465,65,Male,West,Basic,44,29.04,1292.96,42,3,8,8,55,0.88,Month-to-month,Credit card,1,0.638,1
CUS00466,34,Male,Central,Standard,48,42.89,2129.13,48,10,3,7,37,0.79,One year,Bank transfer,0,0.0624,0
CUS00467,62,Female,South,Premium,63,88.24,5462.95,4,3,8,5,82,0.75,One year,Check,4,0.4788,0
CUS00468,45,Non-binary,West,Standard,61,42.03,2478.7,2,4,3,2,57,0.86,Two year,Bank transfer,2,0.3404,0
CUS00469,49,Female,Central,Basic,48,18.82,821.16,33,6,3,8,5,0.47,One year,Check,3,0.0805,0
CUS00470,53,Female,East,Standard,4,37.01,136.47,5,5,8,7,69,0.64,One year,Bank transfer,0,0.6972,1
CUS00471,29,Male,East,Basic,70,18.0,1147.28,52,13,4,2,90,0.6,Month-to-month,PayPal,0,0.2077,0
CUS00472,44,Female,West,Premium,2,105.67,185.95,25,4,3,10,26,0.47,Two year,Check,2,0.5938,1
CUS00473,27,Female,South,Standard,54,43.5,2172.68,36,14,2,3,1,0.5,One year,PayPal,1,0.0306,0
CUS00474,47,Non-binary,Central,Standard,42,47.03,1733.94,60,6,6,5,26,0.95,Month-to-month,Check,1,0.4503,0
CUS00475,52,Male,East,Premium,58,70.29,4015.57,11,1,7,,23,0.2,Two year,PayPal,1,0.2737,0
CUS00476,26,Female,North,Standard,67,39.8,2475.19,7,3,8,5,61,0.74,Two year,Bank transfer,1,0.4343,0
CUS00477,35,Female,West,Standard,21,58.17,1161.1,43,8,4,2,0,0.99,Two year,Credit card,3,0.2068,0
CUS00478,43,Non-binary,West,Standard,60,52.12,3209.13,29,6,4,5,78,0.82,Month-to-month,Check,1,0.5329,1
CUS00479,33,Non-binary,West,Standard,50,35.5,1648.46,60,1,3,1,35,0.88,One year,Credit card,1,0.1103,0
CUS00480,57,Male,East,Basic,14,22.57,279.0,13,9,0,6,3,0.07,Two year,Check,2,0.2773,0
CUS00481,47,Male,West,Basic,2,18.76,36.92,29,8,7,0,10,0.55,Month-to-month,Check,1,0.6632,1
CUS00482,32,Male,North,Premium,13,104.49,1200.38,42,13,0,9,34,0.15,One year,Bank transfer,1,0.3438,0
CUS00483,24,Non-binary,Central,Basic,57,25.45,1419.03,45,11,1,5,88,0.31,Month-to-month,Credit card,0,0.3633,0
CUS00484,37,Female,South,Basic,12,15.24,185.46,43,11,1,2,12,0.8,Month-to-month,Bank transfer,0,0.2534,0
CUS00485,48,Non-binary,North,Standard,42,35.69,1436.53,60,7,1,2,27,0.11,One year,Bank transfer,0,0.0376,0
CUS00486,46,Male,West,Basic,9,24.87,192.22,56,4,6,3,76,0.5,Month-to-month,Bank transfer,2,0.802,1
CUS00487,28,Non-binary,East,Standard,18,49.06,806.78,54,11,7,0,42,0.02,Two year,Check,4,0.2387,0
CUS00488,59,Non-binary,North,Basic,3,24.25,72.57,48,4,1,,17,0.37,One year,Bank transfer,1,0.2033,0
CUS00489,46,Male,North,Basic,57,26.09,1455.48,48,1,8,5,82,0.81,Month-to-month,Bank transfer,2,0.5187,1
CUS00490,25,Non-binary,South,Basic,49,22.82,964.9,31,2,3,,81,0.99,Month-to-month,Bank transfer,0,0.6615,1
CUS00491,33,Non-binary,Central,Basic,31,22.61,618.79,12,4,6,1,77,0.25,One year,Check,1,0.4509,0
CUS00492,27,Female,West,Standard,22,42.68,879.51,9,14,7,,48,0.43,Month-to-month,PayPal,4,0.9338,1
CUS00493,56,Male,Central,Basic,33,20.71,657.75,30,2,5,1,60,0.2,Month-to-month,Credit card,0,0.7767,1
CUS00494,45,Female,West,Standard,51,41.19,2054.92,37,2,6,,15,0.38,Month-to-month,Bank transfer,3,0.3788,0
CUS00495,38,Non-binary,East,Premium,63,63.46,3706.39,27,12,3,2,61,0.03,One year,Credit card,1,0.1007,0
CUS00496,65,Male,East,Basic,21,15.19,329.64,25,12,1,7,24,0.88,Month-to-month,Check,2,0.7219,1
CUS00497,41,Non-binary,Central,Standard,40,52.57,2153.02,6,11,5,1,34,0.75,Two year,PayPal,0,0.5197,1
CUS00498,22,Male,North,Standard,68,38.65,2326.69,11,12,2,2,62,0.18,Month-to-month,Check,4,0.5568,1
CUS00499,35,Male,South,Basic,24,27.14,667.2,28,11,1,9,21,0.08,Month-to-month,Check,0,0.5265,1
CUS00500,59,Male,West,Standard,13,37.98,485.38,50,1,1,2,66,0.79,Two year,PayPal,3,0.4802,0
CUS00501,52,Female,Central,Standard,44,56.7,2528.15,60,6,6,5,78,0.06,One year,PayPal,0,0.3197,0
CUS00502,47,Non-binary,South,Basic,16,28.04,454.48,23,8,7,7,52,0.66,Month-to-month,PayPal,0,0.7876,1
CUS00503,62,Female,North,Standard,57,44.54,2561.1,22,7,7,9,89,0.91,Two year,PayPal,4,0.3858,0
CUS00504,55,Non-binary,Central,Basic,17,22.47,400.81,55,8,2,6,14,0.48,Month-to-month,Bank transfer,1,0.5052,1
CUS00505,32,Non-binary,North,Basic,56,29.9,1532.58,24,13,4,2,32,0.67,Month-to-month,Bank transfer,4,0.4352,0
CUS00506,43,Male,Central,Premium,9,103.05,924.85,24,11,8,5,29,0.22,Month-to-month,PayPal,0,0.8019,1
CUS00507,29,Male,East,Premium,25,82.06,2093.9,24,10,0,3,7,0.59,Month-to-month,Check,3,0.6658,1
CUS00508,65,Male,Central,Premium,29,111.14,2943.25,52,5,3,6,87,0.46,One year,Bank transfer,0,0.4911,0
CUS00509,60,Female,East,Premium,16,94.44,1475.1,13,8,4,10,48,0.06,One year,Bank transfer,1,0.7471,1
CUS00510,36,Non-binary,North,Basic,63,25.91,1685.34,10,1,8,5,43,0.42,Two year,PayPal,3,0.1578,0
CUS00511,47,Male,Central,Standard,37,35.85,1231.95,8,6,0,10,38,0.46,Month-to-month,Bank transfer,3,0.7229,1
CUS00512,31,Male,South,Basic,2,20.43,41.15,54,3,6,5,86,0.84,Month-to-month,Credit card,2,0.7479,1
CUS00513,52,Male,North,Basic,66,24.75,1593.31,25,4,0,0,30,0.4,One year,Bank transfer,3,0.163,0
CUS00514,64,Non-binary,North,Standard,49,49.6,2124.17,5,2,7,9,85,0.91,Month-to-month,Credit card,4,0.6648,1
CUS00515,58,Non-binary,West,Standard,13,35.43,450.88,27,5,2,0,41,0.06,Month-to-month,Check,0,0.5558,1
CUS00516,55,Female,North,Premium,69,67.45,4656.83,42,15,1,1,76,0.7,Month-to-month,Check,2,0.4109,0
CUS00517,29,Male,South,Premium,27,75.41,2037.32,5,2,8,3,46,0.97,Month-to-month,Check,0,0.8732,1
CUS00518,55,Female,Central,Standard,18,50.85,958.51,22,10,8,7,26,0.69,Month-to-month,Bank transfer,0,0.7774,1
CUS00519,34,Male,East,Basic,18,24.03,378.77,39,7,1,7,32,0.26,Month-to-month,Check,3,0.7431,1
CUS00520,49,Non-binary,South,Premium,27,119.72,3198.05,12,12,5,8,84,0.65,Month-to-month,Check,1,0.9374,1
CUS00521,42,Female,West,Basic,32,16.16,496.27,4,6,1,4,42,0.78,Month-to-month,Bank transfer,2,0.8441,1
CUS00522,36,Female,North,Basic,23,22.9,532.68,6,9,5,10,73,0.87,One year,Credit card,0,0.4746,0
CUS00523,32,Female,West,Basic,45,27.09,1170.7,56,14,6,6,75,0.13,Month-to-month,Bank transfer,1,0.4641,0
CUS00524,39,Male,East,Basic,54,25.6,1395.8,32,5,4,5,66,0.94,Month-to-month,PayPal,0,0.6243,1
CUS00525,41,Female,East,Basic,11,16.15,171.44,5,12,4,7,63,0.81,Month-to-month,Check,4,0.9153,1
CUS00526,53,Non-binary,Central,Basic,52,15.21,673.44,27,12,8,10,44,0.24,Month-to-month,Check,1,0.4092,0
CUS00527,65,Non-binary,South,Basic,10,20.51,176.42,31,7,2,4,14,0.34,Month-to-month,Credit card,2,0.6734,1
CUS00528,35,Male,Central,Standard,28,57.87,1544.37,57,1,7,8,62,0.06,Month-to-month,Check,2,0.7949,1
CUS00529,41,Female,North,Basic,45,28.35,1110.24,31,4,1,7,65,0.9,Two year,Credit card,3,0.4707,0
CUS00530,38,Male,West,Standard,48,42.85,2082.12,6,8,7,1,17,0.35,Two year,Credit card,2,0.294,0
CUS00531,34,Male,South,Standard,6,42.63,219.03,42,4,7,9,34,0.12,Two year,Check,1,0.2885,0
CUS00532,47,Non-binary,West,Basic,15,29.37,404.79,0,13,3,,86,0.83,Two year,Credit card,3,0.8138,1
CUS00533,52,Female,East,Standard,11,37.43,392.07,15,5,1,3,89,0.25,Two year,Bank transfer,3,0.5872,1
CUS00534,54,Non-binary,South,Basic,20,18.44,386.53,59,3,6,,78,0.2,Month-to-month,Check,3,0.4854,0
CUS00535,55,Female,South,Basic,44,21.39,809.71,7,5,5,3,44,0.71,Month-to-month,PayPal,0,0.6888,1
CUS00536,64,Non-binary,East,Basic,37,22.08,724.62,60,8,5,4,38,0.11,Month-to-month,Bank transfer,2,0.3838,0
CUS00537,45,Non-binary,East,Premium,68,76.56,5033.58,5,15,1,1,80,0.74,Month-to-month,Credit card,4,0.8518,1
CUS00538,34,Male,West,Basic,10,29.13,275.23,48,4,8,10,19,0.04,Month-to-month,Check,4,0.7403,1
CUS00539,38,Non-binary,East,Standard,58,33.52,1840.27,33,15,8,,21,0.6,Month-to-month,PayPal,0,0.2871,0
CUS00540,34,Non-binary,West,Standard,69,59.15,4081.94,24,9,6,5,77,0.27,Month-to-month,Credit card,1,0.5633,1
CUS00541,58,Male,Central,Basic,66,21.83,1312.09,14,5,4,7,15,0.17,Month-to-month,Bank transfer,2,0.5427,1
CUS00542,39,Male,East,Basic,32,29.84,935.52,40,10,5,4,10,0.95,One year,Bank transfer,3,0.1909,0
CUS00543,61,Female,East,Basic,2,27.36,48.45,1,9,1,10,88,0.38,One year,Bank transfer,3,0.7773,1
CUS00544,59,Non-binary,West,Basic,58,18.48,1104.46,5,8,2,6,23,0.82,Month-to-month,Bank transfer,4,0.7065,1
CUS00545,53,Non-binary,South,Standard,3,56.56,167.55,12,2,2,0,54,0.25,Two year,Credit card,4,0.8633,1
CUS00546,22,Non-binary,North,Standard,50,54.8,2682.18,2,3,3,0,34,0.14,Month-to-month,Credit card,0,0.8427,1
CUS00547,56,Non-binary,East,Basic,26,17.09,450.16,19,6,7,1,31,0.06,One year,Credit card,0,0.3073,0
CUS00548,40,Male,Central,Standard,19,36.73,646.98,22,11,4,2,87,0.38,Month-to-month,Check,1,0.7553,1
CUS00549,29,Male,North,Standard,46,40.01,1904.77,5,15,0,8,19,0.18,One year,Bank transfer,3,0.2881,0
CUS00550,41,Non-binary,East,Standard,14,44.98,568.69,58,12,1,,19,0.78,Month-to-month,PayPal,1,0.5794,1
CUS00551,46,Female,West,Basic,15,23.67,308.22,8,3,6,4,40,0.49,Two year,Check,4,0.6889,1
CUS00552,63,Male,West,Standard,71,46.01,3313.36,24,2,6,7,73,0.78,Month-to-month,Credit card,1,0.4642,0
CUS00553,45,Male,South,Basic,47,23.38,947.12,22,6,2,3,58,0.14,Two year,Bank transfer,1,0.2292,0
CUS00554,30,Male,South,Standard,4,42.74,148.94,37,2,7,8,20,0.03,One year,Bank transfer,0,0.3441,0
CUS00555,37,Male,North,Premium,54,104.61,5646.8,44,5,7,5,43,0.44,Month-to-month,PayPal,0,0.7084,1
CUS00556,24,Non-binary,South,Premium,21,100.79,2169.92,35,12,4,8,64,0.31,Month-to-month,Check,1,0.904,1
CUS00557,39,Male,Central,Standard,17,42.01,663.08,52,12,8,8,9,0.82,Two year,Check,2,0.1287,0
CUS00558,46,Male,North,Standard,55,33.25,1775.05,54,6,0,2,36,0.16,Month-to-month,Credit card,1,0.1663,0
CUS00559,60,Male,East,Basic,71,18.03,1109.88,36,10,0,8,61,0.05,One year,Credit card,2,0.1024,0
CUS00560,40,Female,Central,Basic,41,26.28,1067.28,6,6,6,10,64,0.1,Month-to-month,Credit card,4,0.8606,1
CUS00561,46,Female,Central,Basic,38,17.42,645.54,60,12,3,2,87,0.65,Month-to-month,PayPal,3,0.4622,0
CUS00562,45,Non-binary,West,Basic,50,18.59,968.17,36,11,7,0,1,0.14,One year,Credit card,3,0.0653,0
CUS00563,28,Female,East,Basic,38,17.42,574.48,11,12,7,3,60,0.98,Two year,Bank transfer,0,0.3841,0
CUS00564,45,Female,West,Standard,17,45.37,703.98,5,11,6,7,57,0.26,Month-to-month,Credit card,1,0.8526,1
CUS00565,57,Male,South,Basic,38,20.64,701.66,55,8,1,4,59,0.47,Two year,Credit card,0,0.0957,0
CUS00566,47,Female,South,Standard,43,40.27,1545.51,47,8,1,3,58,0.04,Month-to-month,Check,1,0.4731,0
CUS00567,62,Male,East,Premium,5,63.74,322.43,50,7,7,2,6,0.21,Month-to-month,Check,2,0.6481,1
CUS00568,31,Male,East,Standard,11,51.37,539.62,42,15,4,1,6,0.09,Two year,PayPal,2,0.2726,0
CUS00569,32,Male,East,Standard,62,50.66,3107.43,22,15,6,,71,0.78,Month-to-month,Credit card,4,0.541,1
CUS00570,42,Male,South,Standard,19,39.49,738.9,16,9,0,6,16,0.63,Month-to-month,Credit card,1,0.6234,1
CUS00571,34,Female,Central,Basic,49,18.24,881.18,0,6,5,,38,0.9,Month-to-month,Check,3,0.6738,1
CUS00572,56,Female,Central,Standard,15,43.76,630.51,10,9,6,5,36,0.85,Two year,PayPal,4,0.649,1
CUS00573,28,Male,North,Basic,3,24.24,72.75,59,9,1,9,56,0.5,Month-to-month,PayPal,3,0.7171,1
CUS00574,57,Female,North,Basic,61,29.26,1682.75,58,14,6,,47,0.78,One year,PayPal,2,0.1157,0
CUS00575,41,Female,South,Basic,54,15.49,851.65,33,14,5,4,21,0.96,Two year,Bank transfer,4,0.1338,0
CUS00576,63,Female,North,Premium,55,118.64,5773.13,57,6,8,1,55,0.23,Month-to-month,Credit card,4,0.6961,1
CUS00577,47,Non-binary,East,Premium,21,65.6,1291.48,40,13,2,,79,0.71,Month-to-month,Check,0,0.5961,1
CUS00578,51,Non-binary,East,Basic,31,24.79,782.39,46,13,6,3,84,0.05,Month-to-month,Bank transfer,0,0.463,0
CUS00579,62,Non-binary,North,Basic,59,28.91,1539.21,11,2,1,6,46,0.91,Month-to-month,Check,0,0.5678,1
CUS00580,26,Female,North,Basic,54,20.63,1127.06,11,5,0,1,84,0.57,Month-to-month,Credit card,2,0.7024,1
CUS00581,44,Female,Central,Premium,70,75.27,4606.7,38,1,8,,66,0.51,Month-to-month,Bank transfer,2,0.6125,1
CUS00582,42,Male,South,Basic,17,19.01,297.22,35,11,4,6,63,0.44,Two year,Bank transfer,2,0.3523,0
CUS00583,33,Male,East,Standard,14,52.99,748.4,46,8,6,6,54,0.6,One year,PayPal,4,0.5308,1
CUS00584,34,Non-binary,East,Standard,9,56.68,459.42,26,5,8,4,50,0.03,Month-to-month,PayPal,3,0.9316,1
CUS00585,33,Female,South,Basic,28,24.85,608.45,20,12,0,10,42,0.21,One year,Bank transfer,4,0.4135,0
CUS00586,35,Non-binary,South,Basic,72,19.17,1410.58,4,10,6,9,55,0.32,One year,Bank transfer,1,0.1837,0
CUS00587,25,Female,West,Basic,36,21.32,702.57,24,4,0,3,2,0.64,Month-to-month,Check,2,0.7565,1
CUS00588,24,Non-binary,Central,Basic,44,24.67,1096.88,46,5,4,4,44,0.4,One year,Check,4,0.3777,0
CUS00589,25,Female,East,Standard,64,59.01,3492.57,39,2,0,2,6,0.83,Month-to-month,Credit card,2,0.5168,1
CUS00590,36,Male,North,Basic,48,27.24,1291.37,3,5,0,0,6,0.95,Month-to-month,PayPal,2,0.5027,1
CUS00591,61,Female,East,Basic,18,23.75,376.03,37,15,6,9,57,0.67,Month-to-month,Check,3,0.7809,1
CUS00592,52,Male,North,Standard,38,40.59,1385.83,41,12,3,10,9,0.08,Two year,Credit card,1,0.086,0
CUS00593,22,Non-binary,South,Standard,50,33.14,1604.15,33,9,5,3,90,0.45,Month-to-month,Credit card,1,0.566,1
CUS00594,50,Non-binary,Central,Basic,52,17.82,844.57,55,10,1,1,59,0.88,Month-to-month,Bank transfer,0,0.3192,0
CUS00595,51,Male,East,Basic,61,24.93,1574.54,5,6,6,2,19,0.4,Two year,PayPal,0,0.1192,0
CUS00596,25,Non-binary,West,Standard,25,42.08,1005.62,31,9,6,0,87,0.05,Month-to-month,Credit card,1,0.7933,1
CUS00597,29,Male,North,Premium,35,76.53,2749.59,44,12,6,5,50,0.1,One year,Check,1,0.1996,0
CUS00598,62,Female,Central,Standard,1,45.1,42.64,19,14,3,1,40,0.68,Month-to-month,Bank transfer,2,0.872,1
CUS00599,51,Male,North,Standard,55,35.33,1681.59,43,13,0,8,45,0.97,Month-to-month,Check,1,0.2256,0
CUS00600,23,Non-binary,East,Basic,68,22.55,1334.06,51,12,5,6,62,0.73,One year,Check,2,0.0588,0
CUS00601,45,Female,North,Standard,39,56.74,2260.2,57,14,7,0,34,0.69,Month-to-month,Bank transfer,3,0.5693,1
CUS00602,31,Female,West,Basic,32,23.66,674.79,5,4,6,9,13,0.97,Two year,Bank transfer,2,0.2803,0
CUS00603,65,Female,East,Standard,54,38.29,1997.16,44,6,1,5,58,0.57,One year,PayPal,0,0.1447,0
CUS00604,65,Male,West,Basic,67,29.5,1800.06,18,2,4,,58,0.04,One year,Credit card,0,0.1635,0
CUS00605,53,Female,North,Standard,46,30.02,1270.51,18,13,8,9,71,0.16,Month-to-month,PayPal,1,0.6773,1
CUS00606,59,Male,East,Basic,5,22.1,108.0,27,7,1,3,38,0.6,Month-to-month,Check,2,0.7931,1
CUS00607,59,Male,South,Standard,18,35.99,589.17,59,11,7,7,23,0.38,Two year,Credit card,1,0.0607,0
CUS00608,54,Non-binary,East,Standard,46,42.62,1677.29,35,1,6,0,17,0.62,One year,Bank transfer,4,0.2235,0
CUS00609,54,Female,South,Premium,70,63.21,4508.86,8,7,0,6,66,0.46,Month-to-month,Credit card,0,0.4376,0
CUS00610,28,Female,Central,Basic,38,23.48,780.08,37,11,8,10,6,0.7,Month-to-month,Check,1,0.7597,1
CUS00611,36,Non-binary,South,Standard,40,58.1,2265.28,12,2,1,,19,0.6,Month-to-month,Credit card,1,0.776,1
CUS00612,54,Female,West,Basic,16,19.5,279.86,54,9,4,8,87,0.44,Month-to-month,Check,1,0.7433,1
CUS00613,62,Male,South,Basic,31,17.56,514.55,18,5,1,8,63,0.37,One year,Check,3,0.3715,0
CUS00614,48,Female,South,Basic,37,21.86,736.47,41,11,7,,45,0.96,Two year,Check,2,0.1361,0
CUS00615,22,Male,East,Premium,65,91.5,5665.64,11,11,2,4,83,0.72,One year,Check,1,0.2516,0
CUS00616,41,Female,North,Standard,49,48.18,2341.23,32,13,8,3,16,0.7,One year,Check,0,0.2139,0
CUS00617,24,Male,South,Basic,13,24.98,297.05,14,13,3,0,22,0.73,Two year,Check,0,0.3848,0
CUS00618,24,Non-binary,North,Standard,48,55.22,2423.23,44,8,6,1,81,0.57,Month-to-month,Bank transfer,2,0.6544,1
CUS00619,53,Female,East,Basic,26,26.13,684.82,5,10,0,9,85,0.1,Month-to-month,Bank transfer,0,0.7535,1
CUS00620,56,Male,East,Basic,68,22.44,1441.61,22,6,8,1,8,0.44,Two year,Credit card,4,0.2049,0
CUS00621,27,Male,Central,Standard,13,36.92,439.73,14,14,4,3,49,0.7,Month-to-month,Bank transfer,2,0.8767,1
CUS00622,55,Non-binary,Central,Standard,52,46.38,2331.1,59,15,4,9,3,0.03,Two year,PayPal,1,0.0467,0
CUS00623,43,Male,South,Basic,71,27.25,1997.56,3,4,7,0,72,0.9,Month-to-month,PayPal,0,0.7802,1
CUS00624,61,Male,Central,Standard,17,31.25,505.5,41,6,6,6,38,0.78,Month-to-month,Credit card,0,0.5488,1
CUS00625,23,Male,Central,Premium,49,93.15,3927.29,49,7,2,5,89,0.43,Month-to-month,Credit card,3,0.7691,1
CUS00626,45,Female,South,Standard,56,37.15,1772.52,26,12,8,8,5,0.99,Month-to-month,Bank transfer,0,0.4304,0
CUS00627,26,Male,South,Standard,24,39.42,972.65,18,3,6,6,84,0.12,Month-to-month,Credit card,2,0.9066,1
CUS00628,44,Male,West,Standard,47,38.78,1741.31,17,6,8,7,13,0.05,Two year,Check,2,0.2104,0
CUS00629,27,Male,South,Premium,30,67.36,2010.66,50,3,0,2,89,0.44,Two year,Credit card,0,0.191,0
CUS00630,39,Non-binary,West,Standard,11,55.64,522.54,24,7,7,,28,0.21,Month-to-month,Check,4,0.8883,1
CUS00631,25,Non-binary,East,Basic,70,26.44,1852.46,21,15,4,8,27,0.76,One year,Check,3,0.1153,0
CUS00632,25,Male,Central,Standard,37,58.14,2074.86,36,13,8,3,20,0.96,Two year,Bank transfer,1,0.0671,0
CUS00633,22,Female,East,Basic,32,26.57,729.27,17,6,4,9,32,0.78,Month-to-month,Credit card,2,0.6551,1
CUS00634,38,Male,West,Standard,3,43.99,124.85,54,9,3,5,7,0.58,Month-to-month,PayPal,4,0.6286,1
CUS00635,57,Female,North,Standard,24,53.6,1220.78,14,11,2,1,79,0.66,Month-to-month,Credit card,0,0.8443,1
CUS00636,50,Non-binary,East,Basic,71,25.76,1649.38,16,1,5,7,5,0.6,One year,Credit card,0,0.175,0
CUS00637,54,Female,North,Premium,10,82.28,834.76,26,2,6,3,18,0.02,One year,PayPal,3,0.6732,1
CUS00638,40,Non-binary,North,Basic,48,15.67,643.18,38,4,5,7,65,0.78,One year,Bank transfer,3,0.1601,0
CUS00639,59,Male,South,Standard,11,58.76,622.5,36,11,8,10,53,0.54,Month-to-month,Credit card,4,0.7798,1
CUS00640,50,Female,East,Basic,38,28.67,1139.02,14,8,5,10,14,0.69,Two year,Check,2,0.3013,0
CUS00641,27,Female,Central,Premium,10,96.31,905.12,26,4,2,7,31,0.78,Two year,Bank transfer,4,0.6479,1
CUS00642,42,Male,North,Standard,54,34.45,1909.2,12,15,2,6,1,0.17,Two year,PayPal,4,0.1914,0
CUS00643,52,Non-binary,North,Basic,5,27.51,118.93,32,14,8,5,54,0.35,Two year,Bank transfer,2,0.6183,1
CUS00644,43,Non-binary,Central,Premium,14,104.32,1345.09,28,15,6,9,57,0.74,Two year,PayPal,3,0.7431,1
CUS00645,30,Non-binary,South,Premium,66,95.61,5830.52,41,8,6,4,56,0.18,One year,Credit card,1,0.1322,0
CUS00646,58,Non-binary,Central,Premium,66,79.37,4786.43,11,3,0,10,26,0.43,One year,PayPal,0,0.2358,0
CUS00647,44,Female,South,Basic,37,19.11,641.8,58,5,1,2,85,0.28,Month-to-month,Bank transfer,4,0.6717,1
CUS00648,23,Non-binary,North,Premium,69,109.95,6487.68,13,5,6,10,56,0.52,Two year,PayPal,0,0.1943,0
CUS00649,29,Female,West,Standard,34,34.1,1140.55,22,13,1,10,28,0.73,One year,Bank transfer,4,0.1811,0
CUS00650,54,Non-binary,North,Standard,5,57.97,264.78,53,9,0,9,80,0.01,Month-to-month,Check,1,0.8309,1
CUS00651,65,Male,East,Standard,20,35.61,624.14,40,15,1,7,27,0.0,Month-to-month,Check,4,0.4182,0
CUS00652,24,Female,East,Premium,49,80.92,3790.98,11,15,4,2,37,0.67,Two year,Check,4,0.2129,0
CUS00653,44,Non-binary,West,Standard,13,58.89,767.7,26,8,5,2,84,0.42,Month-to-month,Check,2,0.8701,1
CUS00654,47,Non-binary,South,Standard,63,50.62,2881.59,13,15,6,,71,0.77,One year,PayPal,3,0.1811,0
CUS00655,47,Female,West,Standard,34,38.05,1187.58,52,1,4,6,52,0.22,Month-to-month,Bank transfer,0,0.6601,1
CUS00656,43,Male,Central,Premium,3,82.75,249.76,21,15,5,7,8,0.65,Month-to-month,PayPal,4,0.8239,1
CUS00657,34,Male,Central,Standard,30,34.84,974.84,35,12,3,,4,0.85,Month-to-month,Check,3,0.5867,1
CUS00658,23,Male,South,Basic,35,26.25,854.58,52,12,4,0,9,0.07,Two year,Credit card,0,0.0739,0
CUS00659,56,Non-binary,South,Basic,51,17.91,835.54,32,12,0,3,35,0.46,Month-to-month,PayPal,4,0.334,0
CUS00660,27,Male,West,Premium,36,91.99,2976.91,1,8,6,4,69,0.71,Two year,Bank transfer,4,0.7179,1
CUS00661,23,Female,South,Standard,48,33.27,1403.34,40,2,1,7,21,0.21,Two year,Bank transfer,0,0.1315,0
CUS00662,52,Non-binary,Central,Basic,8,26.51,194.6,9,1,5,10,72,0.6,Month-to-month,PayPal,1,0.9559,1
CUS00663,57,Female,Central,Standard,41,37.07,1438.71,35,14,1,0,54,0.7,Two year,Bank transfer,0,0.1515,0
CUS00664,32,Male,West,Basic,5,28.28,135.03,8,12,8,5,51,0.01,Month-to-month,Check,2,0.9485,1
CUS00665,65,Female,Central,Standard,48,34.98,1657.22,51,10,5,7,77,0.25,Two year,Bank transfer,2,0.2167,0
CUS00666,30,Male,Central,Standard,2,35.38,74.2,0,5,3,2,88,0.09,Two year,PayPal,0,0.6329,1
CUS00667,25,Non-binary,West,Premium,21,113.0,2180.77,0,15,3,3,36,0.82,Two year,PayPal,2,0.5743,1
CUS00668,38,Non-binary,Central,Basic,10,23.89,211.59,36,2,2,7,75,0.64,Two year,PayPal,4,0.4675,0
CUS00669,59,Non-binary,East,Premium,61,73.91,4027.4,59,13,2,1,21,0.48,Month-to-month,PayPal,0,0.1609,0
